EmployeeID,Name,Age,Gender,Location,Department,Designation,YearsAtTCS,PerformanceRating,AI_Training_Level,SkillsMatch,OnsiteExperience,Certifications,CurrentProject,BillableDays,BenchDays,PreviousBenchInstances,UpSkilledLastYear,WillingToReskill,RedeploymentAttempts,LastPromotionYearsAgo,SalaryUSD,ManagerFeedbackScore,LayoffFlag,LayoffReason,DateOfRecord
TCS00157,Employee_157,49,Male,India,IT,Senior,7.3,Medium,Basic,Match,No,5,No,244,12,2,Yes,Yes,0,0,15157,2.74,0,N/A,2025-07-30
TCS00158,Employee_158,26,Male,USA,IT,Mid,7.8,Medium,None,Match,No,0,Yes,245,13,0,Yes,Yes,1,1,28156,2.62,0,N/A,2025-07-30
TCS00159,Employee_159,57,Male,India,Consulting,Junior,5.2,Medium,None,Match,Yes,0,Yes,238,15,0,Yes,No,0,2,44953,4.76,0,N/A,2025-07-30
TCS00160,Employee_160,52,Female,India,HR,Senior,3.9,Medium,None,Match,Yes,7,Yes,225,27,0,Yes,Yes,0,2,30429,2.69,0,N/A,2025-07-30
TCS00161,Employee_161,35,Male,India,IT,Senior,3.3,Medium,Basic,Match,Yes,0,No,248,9,2,Yes,No,0,2,21992,4.76,0,N/A,2025-07-30
TCS00162,Employee_162,46,Female,India,IT,Lead,10.5,Medium,None,Mismatch,No,1,Yes,244,8,2,Yes,Yes,0,1,32323,2.28,0,N/A,2025-07-30
TCS00163,Employee_163,25,Female,India,Legal,Senior,3.2,Low,Basic,Match,No,0,Yes,259,0,1,Yes,Yes,0,3,42397,2.73,0,N/A,2025-07-30
TCS00164,Employee_164,59,Male,India,IT,Junior,5.6,Medium,Basic,Mismatch,Yes,2,Yes,226,25,0,Yes,Yes,1,2,10000,3.68,0,N/A,2025-07-30
TCS00165,Employee_165,50,Male,India,HR,Mid,5.4,High,Basic,Match,Yes,3,Yes,228,29,1,No,Yes,0,1,32867,3.55,0,N/A,2025-07-30
TCS00166,Employee_166,24,Male,USA,Sales,Senior,0.5,High,None,Match,No,7,No,258,0,0,Yes,Yes,0,2,28662,3.52,0,N/A,2025-07-30
TCS00167,Employee_167,54,Female,India,Finance,Mid,3.2,High,Basic,Match,No,5,Yes,251,3,2,Yes,Yes,0,1,38823,4.79,0,N/A,2025-07-30
TCS00168,Employee_168,28,Male,UK,IT,Mid,5.7,High,Basic,Match,Yes,0,Yes,220,36,3,Yes,No,0,1,44122,3.84,0,N/A,2025-07-30
TCS00169,Employee_169,42,Female,India,IT,Lead,4.0,Medium,Basic,Match,Yes,0,Yes,258,0,1,Yes,Yes,0,2,18995,3.65,0,N/A,2025-07-30
TCS00170,Employee_170,27,Male,India,HR,Manager,6.1,High,Advanced,Match,Yes,2,Yes,252,1,0,Yes,Yes,1,2,18977,3.41,0,N/A,2025-07-30
TCS00171,Employee_171,30,Other,India,HR,Senior,2.6,Medium,None,Match,Yes,6,Yes,242,15,0,Yes,No,4,3,24344,2.64,0,N/A,2025-07-30
TCS00172,Employee_172,28,Female,Australia,IT,Senior,2.9,High,Basic,Match,Yes,6,No,231,27,1,Yes,Yes,0,3,20494,3.23,0,N/A,2025-07-30
TCS00173,Employee_173,28,Male,India,Sales,Junior,2.4,High,Basic,Match,No,0,Yes,228,26,0,Yes,Yes,2,0,15686,4.08,0,N/A,2025-07-30
TCS00174,Employee_174,26,Female,India,IT,Mid,1.0,Medium,Basic,Match,Yes,3,No,239,13,0,Yes,Yes,3,1,16011,2.78,0,N/A,2025-07-30
TCS00175,Employee_175,23,Other,India,IT,Mid,5.6,Low,None,Match,No,6,Yes,244,8,2,No,No,3,3,13860,3.31,0,N/A,2025-07-30
TCS00176,Employee_176,55,Other,India,Legal,Junior,7.9,Low,None,Match,No,3,No,239,18,1,No,Yes,1,2,12885,3.54,0,N/A,2025-07-30
TCS00177,Employee_177,28,Male,Germany,IT,Lead,4.8,Medium,Basic,Match,No,2,Yes,232,20,0,No,Yes,1,2,19924,3.33,0,N/A,2025-07-30
TCS00178,Employee_178,53,Male,India,IT,Junior,6.3,Medium,Basic,Match,No,0,No,246,6,1,Yes,Yes,1,2,30146,3.98,0,N/A,2025-07-30
TCS00179,Employee_179,28,Male,Germany,IT,Lead,1.6,Medium,Basic,Match,Yes,7,No,238,18,0,No,Yes,1,1,11911,2.76,0,N/A,2025-07-30
TCS00180,Employee_180,59,Female,Germany,IT,Mid,5.1,High,None,Match,No,4,Yes,251,6,0,No,Yes,0,2,18075,3.07,0,N/A,2025-07-30
TCS00181,Employee_181,29,Male,USA,Finance,Senior,10.9,High,Basic,Match,Yes,3,No,254,0,2,Yes,Yes,1,2,10000,2.23,0,N/A,2025-07-30
TCS00182,Employee_182,27,Female,India,IT,Mid,6.5,Medium,Basic,Match,No,2,Yes,237,22,2,Yes,Yes,1,2,32469,4.61,0,N/A,2025-07-30
TCS00183,Employee_183,55,Male,India,IT,Junior,9.0,Medium,Basic,Mismatch,Yes,1,Yes,228,30,0,No,No,1,3,14989,4.05,0,N/A,2025-07-30
TCS00184,Employee_184,39,Male,UK,IT,Lead,4.9,Low,Basic,Match,No,2,Yes,257,2,0,Yes,Yes,0,1,24596,3.08,0,N/A,2025-07-30
TCS00185,Employee_185,40,Male,India,IT,Senior,3.7,Medium,Basic,Match,Yes,4,Yes,250,1,0,Yes,Yes,1,3,20045,3.95,0,N/A,2025-07-30
TCS00186,Employee_186,24,Male,Germany,Consulting,Senior,4.7,Medium,Basic,Match,No,7,Yes,256,0,2,No,Yes,2,0,28190,4.95,0,N/A,2025-07-30
TCS00187,Employee_187,44,Male,India,Consulting,Junior,8.4,Medium,Basic,Match,No,5,Yes,237,15,2,No,No,1,2,22396,2.76,0,N/A,2025-07-30
TCS00188,Employee_188,26,Male,India,Finance,Mid,4.2,Medium,Basic,Match,No,6,Yes,229,22,1,No,Yes,3,1,10500,3.66,1,AI Integration,2025-07-30
TCS00189,Employee_189,40,Male,Australia,IT,Junior,8.9,Medium,None,Match,No,2,Yes,253,4,2,No,Yes,1,1,31952,3.42,0,N/A,2025-07-30
TCS00190,Employee_190,37,Male,India,IT,Mid,3.6,Medium,Basic,Match,No,0,Yes,241,19,0,Yes,Yes,1,1,25833,3.43,1,Skills Mismatch,2025-07-30
TCS00191,Employee_191,45,Female,India,HR,Mid,11.1,Medium,Basic,Match,No,2,Yes,260,0,0,Yes,Yes,2,3,32095,4.22,0,N/A,2025-07-30
TCS00192,Employee_192,25,Male,India,IT,Junior,8.9,Medium,Basic,Match,No,2,Yes,253,1,1,No,Yes,1,1,10000,3.12,0,N/A,2025-07-30
TCS00193,Employee_193,57,Female,Canada,Sales,Mid,9.1,Medium,Basic,Match,No,7,Yes,257,0,0,Yes,Yes,1,2,27562,2.96,0,N/A,2025-07-30
TCS00194,Employee_194,42,Male,India,IT,Junior,4.3,Low,Basic,Match,No,6,Yes,251,9,2,Yes,Yes,2,2,15704,4.42,0,N/A,2025-07-30
TCS00195,Employee_195,22,Male,UK,IT,Junior,8.3,Medium,None,Mismatch,Yes,3,No,248,10,1,Yes,Yes,1,1,35311,3.83,0,N/A,2025-07-30
TCS00196,Employee_196,40,Male,UK,Consulting,Junior,5.1,High,Basic,Match,No,2,Yes,249,8,0,No,No,2,1,31853,3.0,0,N/A,2025-07-30
TCS00197,Employee_197,44,Male,India,IT,Mid,6.7,Medium,None,Match,No,2,Yes,243,17,0,Yes,Yes,0,2,45610,3.14,0,N/A,2025-07-30
TCS00198,Employee_198,52,Male,India,IT,Senior,7.1,Low,Basic,Match,No,3,Yes,230,24,0,Yes,No,1,1,33833,3.73,0,N/A,2025-07-30
TCS00199,Employee_199,28,Female,India,IT,Senior,5.4,Medium,None,Match,No,6,Yes,246,6,1,Yes,Yes,0,3,22385,4.15,0,N/A,2025-07-30
TCS00200,Employee_200,44,Female,India,Legal,Junior,7.7,Medium,Basic,Match,No,3,Yes,229,28,0,Yes,Yes,1,1,25521,3.23,0,N/A,2025-07-30
TCS00201,Employee_201,33,Male,India,Finance,Mid,5.2,Medium,Basic,Match,No,4,No,249,7,0,Yes,Yes,0,2,33772,2.73,0,N/A,2025-07-30
TCS00202,Employee_202,51,Male,India,Sales,Junior,0.5,Medium,None,Match,No,7,Yes,247,6,2,Yes,Yes,0,2,20093,3.29,0,N/A,2025-07-30
TCS00203,Employee_203,57,Male,USA,Sales,Junior,7.1,Medium,Basic,Mismatch,Yes,6,No,250,8,1,No,Yes,1,1,22823,4.03,0,N/A,2025-07-30
TCS00204,Employee_204,36,Male,UK,IT,Mid,4.5,Medium,None,Mismatch,Yes,4,Yes,231,29,0,No,Yes,0,2,29121,2.99,1,AI Integration,2025-07-30
TCS00205,Employee_205,54,Female,India,Consulting,Mid,5.8,High,Basic,Match,No,5,No,257,2,3,No,Yes,1,2,23775,4.56,0,N/A,2025-07-30
TCS00206,Employee_206,56,Female,India,IT,Lead,3.8,High,None,Match,No,5,No,236,17,0,Yes,Yes,1,1,24430,3.69,0,N/A,2025-07-30
TCS00207,Employee_207,51,Male,India,Sales,Senior,5.0,High,Advanced,Match,No,3,Yes,249,10,0,Yes,Yes,1,0,30625,4.25,0,N/A,2025-07-30
TCS00208,Employee_208,47,Male,USA,Sales,Lead,5.5,Medium,Basic,Match,Yes,5,Yes,239,14,2,Yes,Yes,0,1,30298,4.58,0,N/A,2025-07-30
TCS00209,Employee_209,52,Female,India,Legal,Junior,3.6,High,Basic,Match,Yes,7,No,251,1,0,No,Yes,0,1,37454,2.97,0,N/A,2025-07-30
TCS00210,Employee_210,59,Male,Canada,IT,Senior,7.4,High,Basic,Match,No,4,Yes,260,0,5,No,Yes,0,2,30657,4.01,0,N/A,2025-07-30
TCS00211,Employee_211,44,Male,USA,Sales,Mid,5.8,Medium,Basic,Mismatch,No,2,No,235,20,0,No,Yes,1,4,24934,3.26,0,N/A,2025-07-30
TCS00212,Employee_212,30,Male,India,HR,Junior,6.9,High,Basic,Match,No,2,No,245,11,1,Yes,No,3,2,47331,4.87,0,N/A,2025-07-30
TCS00213,Employee_213,49,Female,UK,Consulting,Junior,11.2,Low,None,Mismatch,No,2,Yes,255,2,1,No,Yes,0,2,25904,3.77,0,N/A,2025-07-30
TCS00214,Employee_214,43,Male,India,IT,Junior,11.5,Medium,None,Mismatch,No,5,Yes,258,0,2,Yes,Yes,2,3,21800,2.36,0,N/A,2025-07-30
TCS00215,Employee_215,26,Male,UK,Finance,Manager,7.9,High,Advanced,Match,No,6,Yes,249,4,3,No,Yes,0,1,36493,2.52,0,N/A,2025-07-30
TCS00216,Employee_216,35,Female,Australia,IT,Junior,7.4,Medium,None,Match,Yes,5,Yes,253,5,0,Yes,Yes,0,1,29850,2.79,0,N/A,2025-07-30
TCS00217,Employee_217,28,Male,India,Consulting,Lead,11.2,Low,None,Match,No,7,Yes,232,23,2,Yes,Yes,0,1,26266,4.03,0,N/A,2025-07-30
TCS00218,Employee_218,56,Male,India,Legal,Senior,7.8,Medium,Basic,Match,No,1,Yes,254,0,0,No,Yes,0,2,24483,2.55,0,N/A,2025-07-30
TCS00219,Employee_219,36,Male,India,IT,Mid,8.0,Medium,Basic,Match,No,2,Yes,237,16,1,No,No,1,1,32403,2.13,0,N/A,2025-07-30
TCS00220,Employee_220,40,Male,India,Consulting,Lead,3.0,Medium,None,Mismatch,No,7,Yes,237,23,2,No,Yes,2,3,30506,4.32,0,N/A,2025-07-30
TCS00221,Employee_221,24,Male,India,IT,Junior,6.5,High,None,Mismatch,Yes,5,Yes,252,2,0,Yes,No,0,1,19537,4.92,0,N/A,2025-07-30
TCS00222,Employee_222,39,Male,UK,Sales,Mid,6.3,Medium,Basic,Match,Yes,4,Yes,253,0,2,Yes,Yes,1,0,26585,2.06,0,N/A,2025-07-30
TCS00223,Employee_223,34,Female,Canada,IT,Junior,3.0,Medium,None,Match,Yes,2,No,233,22,2,Yes,Yes,1,2,37472,2.1,0,N/A,2025-07-30
TCS00224,Employee_224,34,Male,USA,Legal,Junior,11.6,Low,Advanced,Match,No,2,No,218,35,3,Yes,Yes,3,1,27675,4.41,0,N/A,2025-07-30
TCS00225,Employee_225,50,Male,India,IT,Mid,4.9,Medium,None,Match,Yes,3,No,256,2,0,No,Yes,0,2,34656,2.87,0,N/A,2025-07-30
TCS00226,Employee_226,24,Male,Australia,IT,Senior,2.4,Medium,Basic,Match,No,0,Yes,254,4,2,Yes,Yes,1,3,24771,4.47,0,N/A,2025-07-30
TCS00227,Employee_227,47,Male,USA,HR,Mid,12.7,Low,Basic,Match,No,5,Yes,250,2,1,No,Yes,0,3,20715,3.72,0,N/A,2025-07-30
TCS00228,Employee_228,56,Male,India,Sales,Mid,4.2,Medium,None,Match,No,1,No,248,4,1,Yes,No,0,3,30733,4.19,0,N/A,2025-07-30
TCS00229,Employee_229,25,Male,UK,IT,Senior,3.2,High,None,Match,Yes,2,Yes,253,7,0,No,Yes,0,3,21123,2.18,0,N/A,2025-07-30
TCS00230,Employee_230,45,Male,India,IT,Junior,6.3,Medium,Basic,Mismatch,No,0,Yes,243,12,0,No,Yes,0,1,24855,4.12,0,N/A,2025-07-30
TCS00231,Employee_231,30,Female,USA,IT,Mid,6.6,Medium,None,Match,Yes,3,Yes,259,0,2,Yes,Yes,0,1,29145,3.29,0,N/A,2025-07-30
TCS00232,Employee_232,34,Male,Australia,IT,Manager,5.2,Low,None,Match,No,1,Yes,237,14,0,No,Yes,0,2,48230,4.45,0,N/A,2025-07-30
TCS00233,Employee_233,48,Female,UK,Consulting,Senior,8.0,Medium,Advanced,Mismatch,Yes,3,Yes,258,0,0,Yes,Yes,1,3,31286,4.1,0,N/A,2025-07-30
TCS00234,Employee_234,23,Female,India,IT,Mid,3.1,High,Basic,Mismatch,No,3,Yes,236,23,2,No,Yes,3,1,37993,4.02,0,N/A,2025-07-30
TCS00235,Employee_235,41,Male,India,Sales,Senior,3.3,Medium,Basic,Match,No,5,No,225,27,0,Yes,Yes,1,2,30512,3.43,0,N/A,2025-07-30
TCS00236,Employee_236,36,Male,India,Sales,Senior,12.5,High,Basic,Match,Yes,5,Yes,243,17,3,Yes,Yes,0,0,42923,3.4,0,N/A,2025-07-30
TCS00237,Employee_237,33,Female,India,HR,Junior,7.0,High,None,Match,Yes,5,Yes,252,0,1,Yes,Yes,0,0,27007,3.34,0,N/A,2025-07-30
TCS00238,Employee_238,23,Male,India,IT,Junior,4.1,Medium,Basic,Match,Yes,4,Yes,238,13,0,Yes,Yes,0,1,38649,4.8,0,N/A,2025-07-30
TCS00239,Employee_239,37,Male,India,Finance,Junior,7.2,High,Basic,Match,Yes,3,Yes,249,5,3,No,No,2,2,25077,2.32,0,N/A,2025-07-30
TCS00240,Employee_240,49,Female,India,HR,Senior,3.8,High,Advanced,Match,Yes,0,Yes,247,7,1,Yes,Yes,1,0,26350,3.68,0,N/A,2025-07-30
TCS00241,Employee_241,57,Female,India,Sales,Senior,2.1,Medium,None,Match,No,2,Yes,254,0,1,Yes,Yes,1,2,16222,3.64,0,N/A,2025-07-30
TCS00242,Employee_242,44,Female,UK,IT,Junior,5.0,High,None,Mismatch,No,2,No,240,11,1,No,Yes,4,0,18360,3.5,0,N/A,2025-07-30
TCS00243,Employee_243,28,Female,UK,IT,Junior,2.8,Medium,None,Match,No,1,Yes,242,16,1,Yes,No,1,2,28936,2.46,0,N/A,2025-07-30
TCS00244,Employee_244,36,Female,India,IT,Manager,6.2,High,Basic,Match,No,2,Yes,242,18,1,Yes,Yes,1,2,27043,4.57,0,N/A,2025-07-30
TCS00245,Employee_245,56,Female,India,IT,Mid,6.6,High,Basic,Match,No,2,Yes,234,18,1,No,Yes,0,3,22331,3.68,0,N/A,2025-07-30
TCS00246,Employee_246,24,Female,Canada,Finance,Mid,4.0,Medium,None,Mismatch,No,3,Yes,257,1,1,No,No,0,2,14495,2.53,0,N/A,2025-07-30
TCS00247,Employee_247,46,Male,India,HR,Mid,6.5,Medium,Basic,Mismatch,Yes,1,Yes,252,7,2,No,Yes,1,1,25002,3.31,0,N/A,2025-07-30
TCS00248,Employee_248,57,Male,India,IT,Manager,6.6,Medium,Basic,Match,No,0,Yes,245,7,2,No,Yes,0,1,13564,2.52,0,N/A,2025-07-30
TCS00249,Employee_249,56,Male,UK,Legal,Junior,4.2,Medium,Advanced,Match,No,0,Yes,247,9,0,Yes,Yes,0,1,26348,2.18,0,N/A,2025-07-30
TCS00250,Employee_250,31,Male,India,IT,Mid,2.6,Medium,Basic,Match,No,2,Yes,247,8,0,No,Yes,1,2,26289,2.86,0,N/A,2025-07-30
TCS00251,Employee_251,34,Other,India,Sales,Junior,2.9,High,None,Match,Yes,4,Yes,243,9,1,Yes,Yes,2,3,13321,4.59,0,N/A,2025-07-30
TCS00252,Employee_252,45,Male,India,IT,Mid,9.6,Medium,None,Match,No,5,Yes,250,10,0,Yes,Yes,0,0,14025,4.82,0,N/A,2025-07-30
TCS00253,Employee_253,26,Male,India,IT,Mid,1.9,Medium,Basic,Match,Yes,7,Yes,248,5,1,No,Yes,0,3,27983,3.42,0,N/A,2025-07-30
TCS00254,Employee_254,38,Male,USA,Sales,Junior,6.1,High,Basic,Match,No,6,Yes,247,11,0,Yes,Yes,2,2,16530,3.29,0,N/A,2025-07-30
TCS00255,Employee_255,46,Male,USA,HR,Mid,6.3,Medium,Basic,Match,No,0,Yes,258,0,1,Yes,Yes,1,1,23964,3.25,0,N/A,2025-07-30
TCS00256,Employee_256,34,Female,India,IT,Senior,5.6,Medium,None,Match,No,5,No,256,1,0,No,Yes,0,1,57086,3.97,0,N/A,2025-07-30
TCS00257,Employee_257,59,Male,India,Finance,Senior,7.2,Medium,None,Match,No,3,Yes,238,20,0,Yes,Yes,0,2,43898,3.84,0,N/A,2025-07-30
TCS00258,Employee_258,34,Male,USA,Sales,Senior,4.6,High,Basic,Match,Yes,4,Yes,252,8,0,Yes,Yes,0,2,15902,4.26,0,N/A,2025-07-30
TCS00259,Employee_259,33,Male,India,IT,Mid,4.6,Low,Basic,Match,Yes,1,Yes,243,11,0,No,Yes,2,4,15356,2.81,0,N/A,2025-07-30
TCS00260,Employee_260,50,Male,Australia,IT,Lead,1.9,Medium,None,Match,No,1,Yes,257,2,2,Yes,Yes,1,1,25769,2.42,0,N/A,2025-07-30
TCS00261,Employee_261,33,Male,India,Sales,Senior,6.5,High,None,Match,Yes,2,Yes,234,26,0,No,Yes,3,3,26747,2.91,0,N/A,2025-07-30
TCS00262,Employee_262,46,Male,India,Finance,Senior,6.8,Medium,None,Match,Yes,2,Yes,246,5,1,No,Yes,0,2,28616,4.74,0,N/A,2025-07-30
TCS00263,Employee_263,50,Male,India,IT,Mid,5.3,High,None,Match,No,5,Yes,255,0,0,No,Yes,2,0,37077,3.96,0,N/A,2025-07-30
TCS00264,Employee_264,24,Male,UK,IT,Senior,10.1,Medium,Basic,Mismatch,Yes,3,Yes,253,2,2,No,Yes,0,2,29518,2.48,0,N/A,2025-07-30
TCS00265,Employee_265,53,Male,India,IT,Junior,3.2,Low,Basic,Match,No,2,Yes,235,20,1,No,Yes,1,1,25278,2.8,0,N/A,2025-07-30
TCS00266,Employee_266,42,Female,Canada,IT,Manager,5.4,Medium,None,Mismatch,No,1,Yes,247,12,1,Yes,Yes,1,2,11601,2.78,0,N/A,2025-07-30
TCS00267,Employee_267,28,Male,India,IT,Mid,7.2,High,Basic,Match,No,5,Yes,256,0,2,Yes,Yes,2,3,34440,3.45,0,N/A,2025-07-30
TCS00268,Employee_268,24,Male,USA,IT,Lead,12.1,Medium,None,Match,No,3,No,245,6,3,Yes,No,0,1,28489,2.38,0,N/A,2025-07-30
TCS00269,Employee_269,29,Male,India,IT,Mid,4.8,Medium,Basic,Match,Yes,4,Yes,258,0,1,Yes,Yes,1,3,39224,4.89,0,N/A,2025-07-30
TCS00270,Employee_270,28,Male,India,Legal,Junior,7.2,Low,None,Mismatch,Yes,3,Yes,253,1,0,No,Yes,0,2,38214,2.67,0,N/A,2025-07-30
TCS00271,Employee_271,37,Female,India,IT,Mid,2.2,Medium,Basic,Match,No,2,Yes,253,1,0,Yes,Yes,0,3,18193,3.81,0,N/A,2025-07-30
TCS00272,Employee_272,42,Male,India,Legal,Senior,2.8,Low,Basic,Match,No,5,Yes,226,26,3,Yes,Yes,0,0,14707,4.6,0,N/A,2025-07-30
TCS00273,Employee_273,36,Male,Australia,IT,Junior,11.1,Medium,None,Match,Yes,2,Yes,257,0,0,Yes,Yes,1,2,42067,3.72,0,N/A,2025-07-30
TCS00274,Employee_274,58,Female,USA,IT,Junior,7.6,Medium,Basic,Match,Yes,0,Yes,256,0,1,Yes,No,1,4,40282,3.46,0,N/A,2025-07-30
TCS00275,Employee_275,51,Male,Canada,Finance,Junior,4.7,Medium,Basic,Match,No,3,No,257,0,0,No,Yes,2,4,23901,4.57,0,N/A,2025-07-30
TCS00276,Employee_276,49,Male,India,IT,Junior,9.2,Medium,Basic,Match,No,7,No,260,0,1,No,Yes,4,2,21772,4.32,0,N/A,2025-07-30
TCS00277,Employee_277,28,Male,India,Consulting,Mid,7.7,Medium,Basic,Match,No,7,Yes,256,1,0,No,Yes,0,2,20711,3.32,0,N/A,2025-07-30
TCS00278,Employee_278,50,Female,Canada,IT,Lead,5.4,High,Basic,Match,No,4,Yes,253,5,0,Yes,Yes,0,3,29124,3.84,0,N/A,2025-07-30
TCS00279,Employee_279,53,Female,India,IT,Mid,3.1,Medium,None,Match,No,6,Yes,250,7,4,Yes,Yes,1,2,10000,3.65,0,N/A,2025-07-30
TCS00280,Employee_280,42,Female,India,IT,Senior,3.3,Low,Basic,Mismatch,Yes,5,No,228,30,2,No,Yes,1,1,28735,2.57,1,Skills Mismatch,2025-07-30
TCS00281,Employee_281,29,Male,India,Finance,Mid,6.7,Medium,Basic,Match,Yes,6,Yes,241,15,0,No,No,0,1,42469,3.34,0,N/A,2025-07-30
TCS00282,Employee_282,27,Female,India,IT,Lead,9.6,Medium,Basic,Match,Yes,2,Yes,257,0,3,Yes,Yes,1,2,27301,3.95,0,N/A,2025-07-30
TCS00283,Employee_283,51,Male,Australia,HR,Junior,10.6,High,None,Match,No,0,No,228,23,1,Yes,Yes,0,3,37619,2.49,0,N/A,2025-07-30
TCS00284,Employee_284,24,Male,India,IT,Mid,1.8,Medium,Basic,Match,No,2,No,241,11,0,Yes,No,0,1,12544,3.0,0,N/A,2025-07-30
TCS00285,Employee_285,36,Female,Australia,IT,Mid,5.2,Medium,Basic,Match,No,6,Yes,247,4,1,No,Yes,2,2,34079,2.73,0,N/A,2025-07-30
TCS00286,Employee_286,49,Female,Germany,Sales,Junior,9.1,Medium,Basic,Match,No,2,Yes,244,13,1,No,Yes,0,1,21420,2.66,0,N/A,2025-07-30
TCS00287,Employee_287,37,Female,India,IT,Junior,1.9,Medium,Basic,Match,No,0,No,254,4,1,No,Yes,1,3,21977,3.77,0,N/A,2025-07-30
TCS00288,Employee_288,50,Female,Germany,IT,Mid,7.3,Medium,None,Mismatch,No,7,Yes,247,5,0,Yes,Yes,2,0,41204,2.17,0,N/A,2025-07-30
TCS00289,Employee_289,49,Female,USA,IT,Senior,5.8,High,Basic,Match,No,1,Yes,240,12,1,No,Yes,0,2,26791,3.57,0,N/A,2025-07-30
TCS00290,Employee_290,26,Male,Canada,Consulting,Lead,6.2,High,None,Match,No,3,Yes,236,18,0,Yes,Yes,3,0,37955,2.69,0,N/A,2025-07-30
TCS00291,Employee_291,51,Male,Canada,IT,Senior,12.4,High,None,Match,No,7,Yes,252,4,2,No,No,1,3,32895,3.61,0,N/A,2025-07-30
TCS00292,Employee_292,33,Female,India,Finance,Junior,6.2,Medium,Basic,Match,No,4,No,232,21,0,Yes,Yes,0,1,27261,3.52,0,N/A,2025-07-30
TCS00293,Employee_293,23,Female,Canada,Sales,Junior,5.5,Medium,Basic,Mismatch,No,1,Yes,248,6,1,Yes,Yes,1,0,22464,2.41,0,N/A,2025-07-30
TCS00294,Employee_294,43,Female,India,Sales,Mid,11.8,High,Basic,Match,No,1,Yes,237,17,3,Yes,Yes,2,2,21977,2.94,0,N/A,2025-07-30
TCS00295,Employee_295,58,Male,USA,HR,Junior,9.0,Medium,None,Match,No,6,Yes,249,5,1,Yes,Yes,2,3,16361,2.97,0,N/A,2025-07-30
TCS00296,Employee_296,36,Other,India,IT,Mid,7.7,Medium,Advanced,Match,No,6,Yes,253,5,0,Yes,No,0,0,39197,3.43,0,N/A,2025-07-30
TCS00297,Employee_297,39,Female,USA,Legal,Mid,0.5,Low,None,Match,No,4,Yes,242,17,0,Yes,Yes,1,1,29005,3.97,0,N/A,2025-07-30
TCS00298,Employee_298,26,Male,India,Sales,Mid,8.8,Medium,Advanced,Match,No,7,Yes,251,0,0,No,Yes,1,2,33363,4.42,0,N/A,2025-07-30
TCS00299,Employee_299,54,Female,India,Legal,Lead,4.6,High,Basic,Match,No,6,Yes,251,8,0,No,Yes,1,3,27735,4.89,0,N/A,2025-07-30
TCS00300,Employee_300,24,Female,USA,HR,Senior,8.0,Medium,None,Match,No,2,No,260,0,2,No,Yes,0,1,13435,3.75,0,N/A,2025-07-30
TCS00301,Employee_301,50,Male,India,IT,Senior,4.6,Medium,Basic,Match,No,6,Yes,249,9,2,Yes,Yes,1,2,18549,2.34,0,N/A,2025-07-30
TCS00302,Employee_302,55,Male,USA,Consulting,Junior,2.1,Medium,None,Mismatch,No,4,Yes,230,27,1,Yes,Yes,1,3,53774,3.63,0,N/A,2025-07-30
TCS00303,Employee_303,29,Male,UK,IT,Mid,6.8,Medium,None,Match,No,2,Yes,238,13,0,Yes,No,0,0,17019,2.32,0,N/A,2025-07-30
TCS00304,Employee_304,48,Male,India,IT,Senior,7.2,Low,None,Mismatch,No,1,Yes,243,14,0,No,Yes,0,2,18541,4.51,0,N/A,2025-07-30
TCS00305,Employee_305,49,Female,USA,IT,Mid,3.7,Medium,None,Match,No,4,Yes,252,0,3,Yes,Yes,1,2,18406,4.04,0,N/A,2025-07-30
TCS00306,Employee_306,28,Female,India,IT,Mid,7.4,Medium,None,Match,No,1,Yes,251,3,1,Yes,Yes,0,0,30325,4.38,0,N/A,2025-07-30
TCS00307,Employee_307,27,Male,UK,IT,Manager,7.4,Medium,Basic,Match,No,7,Yes,242,10,0,No,Yes,1,2,17921,4.07,0,N/A,2025-07-30
TCS00308,Employee_308,27,Female,USA,IT,Junior,1.5,High,None,Match,No,5,No,252,2,1,No,Yes,0,2,40887,2.15,0,N/A,2025-07-30
TCS00309,Employee_309,43,Male,India,Consulting,Junior,4.6,Medium,None,Match,Yes,3,Yes,245,9,0,Yes,Yes,1,3,30240,3.59,0,N/A,2025-07-30
TCS00310,Employee_310,44,Female,India,IT,Mid,3.4,Medium,Basic,Match,No,5,No,236,18,0,Yes,No,1,3,25324,3.35,0,N/A,2025-07-30
TCS00311,Employee_311,49,Male,Australia,IT,Mid,4.7,Medium,None,Match,No,3,Yes,250,6,0,No,Yes,2,0,17219,4.62,1,Skills Mismatch,2025-07-30
TCS00312,Employee_312,47,Male,India,Sales,Mid,5.1,Medium,Basic,Match,No,6,Yes,248,4,1,Yes,Yes,2,4,12979,2.48,0,N/A,2025-07-30
TCS00313,Employee_313,54,Female,India,Sales,Mid,3.3,Medium,Advanced,Match,No,4,No,230,25,1,Yes,Yes,1,0,31975,4.69,0,N/A,2025-07-30
TCS00314,Employee_314,45,Male,Australia,IT,Junior,11.7,Medium,None,Match,Yes,7,Yes,260,0,2,No,Yes,1,2,28796,2.67,0,N/A,2025-07-30
TCS00315,Employee_315,36,Male,India,IT,Junior,7.1,Medium,Basic,Match,No,2,Yes,255,0,0,No,Yes,0,1,50051,3.93,0,N/A,2025-07-30
TCS00316,Employee_316,32,Male,India,IT,Mid,3.4,High,Basic,Match,No,2,Yes,245,7,0,No,Yes,1,2,35165,2.3,0,N/A,2025-07-30
